rating,comment
bintang 5,makasih gan
bintang 4,bagus
bintang 2,"untuk charger nya agak susah ya karena harus pakai kabel dia sendiri ketika rusak,bingung nge-charge nya gimana deskripsi nya kurang"
bintang 5,mantapppppppp...........
bintang 4,kualitas lumayan bagus sesuai harga.
bintang 5,barang ok performa jg ok aman pokoknya terimakasih
bintang 5,mantap dengan harga segitu saya puas
bintang 5,keren
bintang 5,moga awet lama
bintang 5,good
bintang 1,"kadang suka putus"" suaranya suka kurang jelas juga. yah.."
bintang 5,Alhamdulillah paket sudah sampai.. so far fisik bagus.. kualitas sesuai harga..recomended..
bintang 3,TWS yg sebelah kiri ga bunyi.
bintang 5,bagus banget
bintang 5,"barang bagus, fungsi normal, emm hampir gada minusnya sih"
bintang 5,please fix the delivery time.
bintang 5,lumayan murah kwaalitas juga ok
bintang 5,"barang nya bagus ,berfungsi dengan baik?terima kasih?amanah dan terpercaya👍"
bintang 5,terima kasih
bintang 5,Sip
bintang 5,"sesuai harga, tpi buat nelp suara nya kecil bgt"
bintang 5,mantap
bintang 5,barang bagus
bintang 5,"packing mantap, aman pokonya"
bintang 5,suara pas
bintang 5,bagus Barangnya Packing nya bagus
bintang 5,berfungsi baik ..
bintang 5,"packing rapi, seller respon cepat, barang belum di coba semoga tidak ada kendala apapun"
bintang 5,barangnya sesuai dan ngebass banget pokonya rekomdet deh buat kalian jngan ragu² ya beli di toko ini
bintang 4,packing penyok . kualitas aman . suara aman barang bagus
bintang 3,"packing tanpa buble warp semua, headset indikator charging nya gak nyala. trus kadang kadang suara berubah ubah sendiri kadang mono kadang stereo kadang delay kiri dan ka..."
bintang 4,"pengiriman cepat, dan suara sesuai harga.."
bintang 5,di trima dg baik
bintang 5,bagus coy awet battery nya
bintang 5,"Paket sampe dengan aman, isinya juga sesuai dengan pesanan. suaranya gatau bagus atau engga tapi kalo beli ini dijamin ganteng deh"
bintang 5,Sesuai dengan harga.
bintang 4,mantap
bintang 1,"Hanya berfungsi bagian kanan, pas bagian kiri di buka ternyata dalamnya putus + batrainya cepat Habis"
bintang 4,Packing aman & rapi barang yang dateng sesuai
bintang 5,"terimakasih, paketnya sdh sampai, respon penjual cepat, packing aman, alat berfungsi dg baik suaranyapun bagus dan jernih"
bintang 5,Keren banget pokoknya harus cobain sendiri 😀
bintang 5,mantap
bintang 5,"Suara nya lantang bagus banget, seller nya ramah, fast respon dan original si menurutku. Terima kasih banyak ya, Ka :)"
bintang 5,baguuuussss
bintang 5,"produk original, berkualitas, packing rapi dan aman, pengiriman cepat, recommended seller.."
bintang 5,"untuk harga 60rb Best lah ini ada powerbank nya juga, terusterang beli ini krn review nya david gadgetin 😌 utk telponan / zoom sik oke lah, quick process dr seller pinzy..."
bintang 5,barangnya bagus dan bisa nyala semua. recommended deh pokoknya
bintang 5,"Produk original, cuma tahan 2 jam lebih dk sampai 3-4 jam seperti klaimnya, harga bersahabat, seller ramah, pengiriman standar, thanks seller dan tokopedia, tingkatkan te..."
bintang 5,"suara jernih, bagus."
bintang 5,mantuulll
bintang 5,Ok
bintang 5,"Mantap, barang cepat sampai."
bintang 5,pokoknya semua serba excellent baik barang ataupun pelayanan seller👍👍👍
bintang 5,bagus
bintang 5,mantapp
bintang 5,terima kasih barang selamat sampai tujuan
bintang 5,"Barang sampai dengan aman. TWS berkerja dengan baik. Untuk suara bass pada tws terasa kurang enak didengar, tapi cocok untuk harganya yang murah."
bintang 5,"brg diterima sesuai pesanan. Stlh di pakai daya tahan baterai kedua bt hny sekitar 2 jam perlu di isi ulang. Tdk ada keterangan utk bt kiri dan kanan,jd busa dipakai semb..."
bintang 1,Barang bekas pakai.
bintang 5,"Pelayanan ramah, delivery cepat, barang ditest ok,,, terimakasih.."
bintang 5,"Murah, pengiriman cepat, suara oke"
bintang 5,"pembelian yg kedua,,"
bintang 5,bagus banget harga segini yg lain mana bisa murah bagus begini
bintang 4,"suara lumayan oke untuk harga sekian, tp baterai cepat habisnya"
bintang 3,"saya pilih F-5 jujur ini headset suaranya agak sumbang + bassnya sumbang,dan ga isi tanda R & L yg paling bagus itu F-5i suaranya bass pas banget"
bintang 5,"terima kasih, barang cepat sampai dan baik kualitasnya sesuai dg harga"
bintang 5,semoga awet
bintang 1,kok pas udah nyambung bluetooth suaranya malah dari hp bukan dari twsnya?
bintang 5,buat nyenengin anak2
bintang 5,"bagus, berfungsi baik overall baguslah.. 👍🏾👍🏾"
bintang 5,barangnya bagus tidak mengecewakan..mantap
bintang 5,barang nya top maaf gan baru bisa kasih bintang
bintang 1,"kwalitas barang jelek, tidak sesuai dgn yg di pesan"
bintang 4,blm dicoba sdg dicharging
bintang 5,"barang oke,pengiriman cepat ,packing rapi"
bintang 5,sudah sampai oke
bintang 5,Terima kasih
bintang 4,"alhamdulillah sudah sampe dengan selamat, tapi belum tau gimana hasilnya, soalnya belum di pake"
bintang 5,"mantap, suara sangat bagus"
bintang 4,"batang sesuai deskripsi, bagus,"
bintang 5,lumayan bagus tapi entah kenapa yang bagian kanan cepat habis selisih sama yang kiri itu 4 menit baru yang kiri habis
bintang 2,"Tampilan bagus dan charger bekerja. Tapi suaranya kemeresek, gak jelas, terutama ketika dayanya berkurang. Baterai juga gak tahan lama. Maaf gak bisa kasih rating bagus"
bintang 5,"brg berfungsi normal ,pengiriman cepat"
bintang 5,"bagus, iyu aja, suara lumayan bagus lah pake banget"
bintang 5,bagus awet.ga nyesel beli di sini
bintang 5,"Alhamdulillah barang sesuai dengan pesanan, berfungsi dengan baik juga, dan tahan lama baterai headset nya"
bintang 4,"kualitas fisik sesuai harga, kdg sering disconnect sendiri, suara notif keras bingung caranya nurunin volume notifnya, krn buku petunjuk tidak lengkap... kualitas suara l..."
bintang 5,mantaf lh
bintang 1,barang rusak
bintang 5,"keren, adang berfungsi dengan baik. nyaman dipakai"
bintang 5,"barangnya kecil mudah di bawa"", mudah untuk di gunakan serta penjualnya super ramah"
bintang 5,"alhamdulillah barang bagus pengalaman pertama belanja di toko ini,,, dan tumben beli headset bluetooth butuh belajar sediki baru bisa konek,, terimakasih"
bintang 5,fast delivery.. kualitas terbaik..
bintang 5,"pengiriman cepat, suara oke bass terasa. koneksi bluetooth bagus, bisa buat charge hp juga. recommend. terima kasih seller, toko pedia dan kurir"
bintang 3,Displaynya Ketinggalan kali ya apa displaynya dijual terpisah
bintang 5,terimakasih 🙏 barang udah sampe sesuai sama yg di Poto top bgt buat kulirnya ramah
bintang 5,Alhamdulillah barang udah sampai dan berfungsi sebagai mana mestinya terima kasih seller
bintang 5,semoga sesuai dgn harapan dan harga
bintang 5,bagus sesuai gambar suara mantap
bintang 3,suara kurang greget
bintang 5,mantap
bintang 5,power Bank nya gak mendukung
bintang 5,pembelian yg ke sekian mantap n puas murah tapi bukan murahan topp👍
bintang 5,barang datang dengan selamat.
bintang 4,mantap lah untuk sesuai ukuran harganya
bintang 5,barang sesuai pesanan dan fitur berfungsi dengan baik
bintang 2,1.Respon yg lambat dr penjual 2.Kurir juga yg terlalu lama 3.Pesanan smpe terlalu lama dr batas waktu pesanan
bintang 5,"sudah dicoba berfungsi dengan baik... sayangnya udah beli buble warp lagi tapi bungkus alakadarnya, kirain bakalan tebal 😑"
bintang 5,pas pertama kali coba tadi suara sebelah kanan kok gak pair sama yang seblah kiri alhasil yang sebelah kanan gak ada suara saya coba masukin dulu bluetooth nya ke tempat...
bintang 2,suara sering delay... gak dijelaskan kirain powebank buat HP ternyata tidak bisa
bintang 5,klu barang sih oke tpi tolong diperbaiki dibagian pengiriman sbb agak lambat
bintang 3,Pengiriman tidak tepat waktu alias lama.
bintang 4,suara headset nya bagus. cuma kurang nyaman karena bentuk nya aga lebih gede jadi kalo pake lama lumayan sakit
bintang 4,Bagus sih tpi ga bisa nyala gitu padahal udh dicas
bintang 5,barangnya bagus
bintang 5,"Packing aman, berfungsi dengan baik 👍"
bintang 5,"paraaah...ini mah josss...ga sampe 100rb barangnya baguss cooy...suara nyamaan, cas cepet. worth it 👍"
bintang 5,"barangnya cukup bagus klu dengan harga sekian, namanya buat anak2, cukup lah. Pengirimnya juga cepat dan seller cepat responsif. cuma kardusnya banyak yg rusak, tp ga ma..."
bintang 5,"barang bagus, packingnya rapih tapi masalahnya bosnya penyok tapi tidak masalah, barang sampai tujuan 👍"
bintang 5,barang bagus sesuai pesanan
bintang 4,mau buat kado tp kotaknya pleot pleot... padahal packing udah bubble
bintang 5,Bagus sesuai pesanan suara bass nya nendang
bintang 4,"baterenya asli irit bgt, tp sayang koneksi cukup sering terputus2 klo lg di t4 ramai seperti stasiun, atau klo hape lg di masukin ke saku celana."
bintang 5,"earbudsnya kegedean dikuping saya, agak resiko kalo buat lari. buat santai aman, sound nya enak. RECOMMENDED. tutupnya kurang meyakinkan sih😅"
bintang 5,"barang cukup memuaskan, nyaman di pakenya, mantap suaranya, praktis, seller recommended, packing rapih, pengiriman cepat"
bintang 3,mksh
bintang 1,ini saller gimana sih...di cek ga pada saat pengiriman barangnya masa charger case error saya baru charger penuh pada saat mau di gunakan langsung kosong dan tidak mau me...
bintang 5,"Pengirimannya cepet, Headsetnya bekerja dengan baik dan udh dapet eartipnya juga (Besar,Medium,Kecil) jadi bisa diatu atur juga. Dipake bareng helm juga gak gampang copot..."
bintang 5,"Barangnya bagus, baterai tahan lama, cepat di cas. Terimakasih tokopedia"
bintang 3,"paket nyampe smpe tujuan,bagus,cuman delay pas dimain game"
bintang 5,👍
bintang 5,"packing aman, pengiriman cepat, sudah dicoba dan berfungsi"
bintang 5,bagus
bintang 5,"barang berfungsi baik, suara oke jernih, nyaman dipake, moga awet"
bintang 4,"paket udah nyampe,tapi pengiriman nya lama,,barang sesuai deskripsi,tks seller"
bintang 5,"mf min baru kasih ulasan baru ingat klu ad pesnan ,,,ibu kost sama kurir nya g ad menghubungi ,paking rapi pengiriman cepat recomended lah buat nieh toko ,,,ni aj baru ny..."
bintang 5,Respon seller tetap the best n buat kurirnya ok banget walau hujan tetap mengantar paket. Bravo....👍👍👍👍👍
bintang 5,Packing aman. Pengiriman cepat. Seller responsif. Suara oke. Kenyamanan ear tipsnya oke. Kualitas cukup baik. Koneksi aman. Material plastik. Cukup baik. Rekomendasi. Tha...
bintang 5,coba dengar deathcore oke bass nya
bintang 5,pelayanan ok barangnya bassnya kurang alias cempreng
bintang 1,cpt rusak baru di pake 2x udah gk bisa di casi
bintang 5,Peking baik..... kwalitas suara oke... mantul
bintang 5,"alhamdulillaah paket sdh sampe, aman dan bisa berfungsi dgn baik .. amanah selalu y kak .. ABG kurir ny juga baik"
bintang 5,👍🏼
bintang 5,"udh diterima, kirim cepat dan kualitasnya oke"
bintang 4,ok
bintang 5,"Berfungsi dengan baik sesuai ekspektasi, semoga awet."
bintang 5,suaranya bagus tapi kalo di Sentuh sensornya ke google asisten terus
bintang 5,sumpah sih ini tws paling worth menurut saya
bintang 5,barang aman lumayan lah Buat dengerin music atau main game
bintang 4,"barang sesuai gambar, kualitas sesuai harga"
bintang 5,"barang sampai kondisi aman packing rapih, barang berkualitas suara yg di hasilkan tdk mengecewakan pokoknya tdk menyesal beli barang ini."
bintang 5,"barang nya bagus bangeeeet, lebih dari ekspektasi. real pict, cepet nyampe, suara jelas, desain kece, murah pula. favorit sih ini harusnya"
bintang 5,mantep brgnyaa cepet responya thanks
bintang 5,sesuai pesanan dan berfungsi
bintang 5,"Tws berfungsi baik, semua fitur sesuai deskripsi, harga bersahabat, recommended"
bintang 5,"Paket sampai dengan aman, tanpa kendala."
bintang 5,"barang bagus, cuma pengiriman nya aja lama"
bintang 5,"barang mantap, sampenya cepet, berfungsi dgn baik.. keren"
bintang 5,"barangnya bagus, suaranya oke"
bintang 4,kadang putus2 suaranya
bintang 5,brg smpai dgn slmt 👍👍
bintang 5,keren bass ok
bintang 5,"Produk sudah sampai, berfungsi dengan baik, desain nyaman digunakan. Tks yaa"
bintang 4,suara ok kualitas ok satu saja paking barang hmmm kerdus rusak penyok tp soo far barang gak apa apa
bintang 5,trims..packing rapi aman..cepat sampe..
bintang 5,"barang cukup bagus, paket dikirim tepat waktu"
bintang 5,ok... barang bagus ..... tq ya
bintang 5,Alhamdulillah berfungsi dg baik...terimakasih seller
bintang 5,terima kasih
bintang 5,"produk sesuai, dan berfungsi normal, walaupun sempat was2 krn salah satu boxnya penyok, seller fast respons, pengiriman cepat."
bintang 4,"Packing tidak dibungkus dus lagi, hanya dibungkus plastik dan buble wrap. Utk hadiah, semoga berfungsi baik dan nerima suka suka. Terimakasih seller 🙏😊"
bintang 5,joss tenan...
bintang 5,produk sesuai description.. suara bass mantep..
bintang 5,"cepat sampainya, keren fungsinya bisa buat powerbank"
bintang 1,headsetnya tdk bisa dipakai alias matot
bintang 5,"barang sesuai pesanan,,semua berfungsi dg baik, harga bersahabat, keren"
bintang 5,"paking rapi, produk baru di coba sebentat dan cukup baik"
bintang 5,"sesuai sama deskripsi, untuk harga segini lumayan lah kwalitas nya"
bintang 5,"mantap sih, baterai tahan lama, di cas cepet, suara nggak putus-putus"
bintang 5,"Bagus, kirian mati satu atau dua duanya tapi enggak, kalau mati satu besok nya gak kaget sih namanya juga produk dibawah 💯"
bintang 5,packingnya lumayan oke karena pakai bubble wrap.
bintang 5,"Bagus barangnya, suka, tapi buat buku panduannya kurang lengkap buat how to use that...."
bintang 5,"barang bagus, pengiriman cepat"
bintang 5,"barang aman, packing bagus"
bintang 2,sura cuma sebelah
bintang 5,"Sayang sekali, barang tidak sesuai foto. .... tp normal... aman pengiriman cepat"
bintang 5,sesuai deskripsi sesuai deskripsi sesuai deskripsi
bintang 1,Headdsetnya kanan semua.. 🤣
bintang 4,Beyond expectations
bintang 4,barang bagus kirim cepat.. cuma rada berat aja chargernya
bintang 5,"Tiba dengan selamat, semua berfungsi dengan baik, thanks."
bintang 5,Ok
bintang 4,ok
bintang 3,"packing kurang rapih, dan tempat earphone nya retak.., suara amann"
bintang 3,"barang sdh saya terima, tapi begitu saya tes, suaranya kecil bgt, padahal volumenya sdh besar..."
bintang 5,"barang bagus. pengiriman cepat, trusted. semoga tahan sampe bertahun tahun"
bintang 5,"barang berfungsi dengan semestinya, sudah beli 2x disini"
bintang 5,"oke, kalu bisa di bungkus kardus dulu boss baru plastik..biarkemasan gak penyok..."
bintang 5,baranng sesuai apa yg di pesann
bintang 5,Belum dipake semoga awet dan tahan lama
bintang 5,barang diterima sesuai pesanan
bintang 5,"barang nya bagus, suara cukup baik di harga nya"
bintang 5,"Seller nya ramah,produk nya bagus,suara nya ngebass. Top sangat lah"
bintang 5,"packing aman, headset berfungsi dgn baik, kualitas suara bagus"
bintang 5,mantap
bintang 5,"pengiriman cepat, barang bagus berfungsi semua, semoga awet."
bintang 5,"wow, cakep... semuanya work gan,,, ada lecet dikit gag masalah sih yg pnting jalan."
bintang 5,"mantap, berfungsi dengan baik"
bintang 5,untuk suara masih bagus t9 nya
bintang 5,lumayan keren
bintang 3,tipe nya salah padahal udh bener mesennya yg 5.1
bintang 5,"barang sampai dgn selamat, harga terbaik di kelasnya, suara Yang dihasilkam sesuai ekspetasi"
bintang 5,mantap .. lgs digunakan semoga tahan lama
bintang 2,pesen 2 yg dtng cuma 1
bintang 5,"keren, mudah link BT dan baik kualitas suaranya.."
bintang 4,"mantap,cuman respon chat sama pengiriman agak berlambat"
bintang 5,"barang bagus, suara bersih, proses cepat. sangat recomended"
bintang 5,Barangnya sudah sampai sesuai pesanan trimakasih booos? semoga saja awet.
bintang 4,"Stereonya udah mantap buat harga segini, cuma minus nya baterai boros & kabel charger kayak bekas gitu soalnya ada lecet karatannya. Tapi overall udah bagus sih di ha..."
bintang 5,"Berfungsi dengan baik, dan kualitas suara mantap"
bintang 5,baramg oke punya kwalitas baik suara mantab hrga terjangkau pelayanan cepat sampai
bintang 5,terbaik pokonya ❤
bintang 5,oke
bintang 5,bagus
bintang 5,ok
bintang 4,"Barang sampai diberi 4 bintang, karena plastik mika jam tidak ada, dan ada bekas lecet, burbel plastik masih baik atau utuh, keseluruhan masih ok, tingkatkan lagi, bravo"
bintang 4,barang ok
bintang 5,barang bagus bisa di gunakan
bintang 4,barang FS lebih murah tapi lebih bagus Dari Yang pinzy gaming ..
bintang 5,Terbaik aslinya 😎😎😎
bintang 5,Mantapp berfungsi dengan baik
bintang 5,produk bagus...bassnya berasa banget...oke jiga harga compitble...
bintang 3,yg kanan tdk nyala
bintang 5,"barang sesuai pesanan, kemasan rapi, respon cepat dan berfungsi baik."
bintang 4,lumayan lah dgn hrga segitu
bintang 2,"setelah pemakaian beberapa hari, yang kiri nya suaranya samar-samar trus ilang padahal pemakaian saya gk berlebihan dan gk pernah ketindihan si twsnya"
bintang 5,"bass oke. suara mantap, harga oke"
bintang 5,keren Sampai sekarang pun masih ok buat dengerin musik ataupun vc
bintang 5,top seller
bintang 4,"bassnya enak, earbuts nya pas comfortable banget"
bintang 5,pengiriman cepat barang aman👍
bintang 4,"secara tampilan cukup OK, dg harga segitu kualitas suaranya cukup memuaskan lah ya."
bintang 5,sedikit kebesaran
bintang 4,barangnya bagu
bintang 5,suaranya jernih
bintang 5,barang sesuai dan cepat terkirim
bintang 5,"pengemasan aman, , berfungsi dg baik."
bintang 5,"barang Ori, mantap puas sekali Dan bermanfaat, power bank maksimal powernya👍"
bintang 4,Barang datang dg selamat. suaranya keren sih ini. bassnya mantep tp ga mendem twitternya. ini suaranya ga beda jauh kaya tws saya kemarin yg harganya ratusan ribu. buat...
bintang 5,Bassnya kerasa mantap👍
bintang 1,barang baru di pakai sehari besok nya tidak bisa hidup lagi apa ada kesalahan dalam produk atau bagaimana saya tidak paham sering hidup dan mati sendiri mohon penjelasan...
bintang 5,Barang berfungsi dengan baik. Pengiriman cepat. Packing aman. Seller ramah. Terimakasih seller.
bintang 5,kerenlah untuk harga segini mah
bintang 5,trm ksh respon cepat barang smpi dengan aman smg sukses selalu.
bintang 5,mantap simpel tampilan bagus.
bintang 5,"ok, bisa jd powerbank juga klo lg darurat"
bintang 5,Mantaf 👍
bintang 5,"produk sesuai deskripsi, masih disegel. kemasan rapi, respon&pengiriman cepat. good seller"
bintang 5,Mantap... sesuai pesanan.. berfungsi dengan baik... sudah dicoba... Bassnya wouw... tq seller.. good job
bintang 5,maksih kakak barang nya memuaskan makasih kakak
bintang 5,bagua kok keren lah gokil asik asik joss bgtt
bintang 5,bagus👍
bintang 5,PAS
bintang 1,"headset bluetooth nya yg dtng warna abu pdhl order warna hitam,dan sebelah tdk berfungsi"
bintang 5,Suaranya enak di kuping saya
bintang 5,sesuai deskripsi.mhantap.👍🏽
bintang 5,"berfungsi dengan baik, tinggal tunggu pemakaian 1 Minggu ke depan. semoga awet"
bintang 4,Suara mantap untuk tws dibawah 100k. Pengiriman cepat. Dus agak tidak mulus tetapi masih ok. Barang aman selamat sampai tujuan
bintang 5,"mantap, suara aman, batre awet banget"
bintang 5,"kualitas barang ok, harga murah dan seller responsif"
bintang 3,"Suaranya kurang bagus dan kurang nyaman dipake, beda sama yg jenis sebelumnya yg pernah beli. Cempreng sekali."
bintang 5,barangnya bagus
bintang 5,"Bagus, cuma bass kurang"
bintang 1,Hancurrrrrrrrrrrrrrr...........suara parahhhhhhhhhhhhhhhhhhhhhhhhhhhh Gak lagii dehhhhhh
bintang 3,"Pengiriman cepat, barangnya berfungsi dengan baik, tapi kualitas suaranya yang cempreng sekali. Skala 1 sampai 10 utk kualitas suara aku beri skor 6. Anyway sesuai harga..."
bintang 5,worth it
bintang 5,pengiriman cepat
bintang 1,"kemasan luarnya rusak rusak, ya gak bnyk sih cuman ga nyaman aja, penjual seperti tidak mementingkan kepuasan konsumen. untuk earphonenya juga kadang suka mati sendiri da..."
bintang 5,terima kasih
bintang 1,yg satu mati tidak ada suara barang jelek
bintang 5,cuma lama aja pengngiraman nya...tp semua bgus good
bintang 5,"Worth it lah dngan harga segitu , suaranya juga lumayan pengiriman cepat sat set ga nyesel lah"
bintang 5,kualitas barang ok
bintang 5,barang bagus suara jozzzz...
bintang 5,Sesuai harga lah
bintang 5,"Mantap, barang sesuai harapan, bass nya mantul, pakai volume kecilpun bass nya masih terasa, keren lah pokoknya."
bintang 5,"barang mantap,bas lumayan mantul..rekomen dgn harga sgtu batre awet"
bintang 5,suara ok model ok kualitas ok koneksi juga ok materil ok over all ok murah tapi bukan murahan toppp
bintang 2,"Suara kadang2 hilang , bagian kanan sering mati"
bintang 5,"Kualitas suara mendekati earbud Kube1, cocok buat yg mau migrasi ke wireless + mic. Harga terjangkau, pelayanan cepat"
bintang 3,suara nya lebih dominan kiri
bintang 4,"Ada harga , ada kualitas! Untuk harga segini cukuplah untuk pemakaian kasual. Bagi gamer, jangan berekspektasi tinggi, tapi dengan kualitas begini cukup oke. Yap yang dil..."
bintang 3,cara mengaktifkan nya bagaimana? pas saya buka tidak menyala
bintang 5,bagus barangnya Alhamdulillah
bintang 5,mantap suara keras bass lumayan
bintang 4,kurang bass nya
bintang 5,kondisi saat ini aman 👍🏻
bintang 3,"Nyaman dipakai, namun sayangnya jangkauannya hanya sekitar 3 meteran. Battery nya juga cepat habis."
bintang 4,semua berfungsi 👍
bintang 5,"mantap! Berfungsi dengan baik, suara joss."
bintang 5,"belum dicoba, kliatannya kokoh"
bintang 5,"ok, bisa jd powerbank juga klo lg darurat"
bintang 5,Mantaf 👍
bintang 5,"produk sesuai deskripsi, masih disegel. kemasan rapi, respon&pengiriman cepat. good seller"
bintang 5,Mantap... sesuai pesanan.. berfungsi dengan baik... sudah dicoba... Bassnya wouw... tq seller.. good job
bintang 5,maksih kakak barang nya memuaskan makasih kakak
bintang 5,bagua kok keren lah gokil asik asik joss bgtt
bintang 5,bagus👍
bintang 5,PAS
bintang 1,"headset bluetooth nya yg dtng warna abu pdhl order warna hitam,dan sebelah tdk berfungsi"
bintang 5,Suaranya enak di kuping saya
bintang 5,sesuai deskripsi.mhantap.👍🏽
bintang 5,"berfungsi dengan baik, tinggal tunggu pemakaian 1 Minggu ke depan. semoga awet"
bintang 4,Suara mantap untuk tws dibawah 100k. Pengiriman cepat. Dus agak tidak mulus tetapi masih ok. Barang aman selamat sampai tujuan
bintang 5,"mantap, suara aman, batre awet banget"
bintang 5,"kualitas barang ok, harga murah dan seller responsif"
bintang 3,"Suaranya kurang bagus dan kurang nyaman dipake, beda sama yg jenis sebelumnya yg pernah beli. Cempreng sekali."
bintang 3,cara charge nya pakai apa min? tapi bagus banget
bintang 5,"oke, sudah sampai"
bintang 4,iseng-iseng beli tws mumpung ada coin hasil cashback dan yang dateng lumayan bikin terkejut. harga segini bisa dapet fitur sebanyak itu. kualitas audio yahhhh sesuai deng...
bintang 5,"Desainnya keren , suaranya juga enak didengar"
bintang 5,barang oke
bintang 4,"berfungsi dgn baik,pengiriman cpat"
bintang 1,"tidak bisa di charger, saya sudah coba pakai kabel type C to USB dan USB to USB masih tidak bisa. kayaknya ada kerusakan di boxnya, sejak awal terima baru saya cek koneks..."
bintang 4,gk smpt difoto krn hedseatnya lgsng di serahkan ke seseorg sbgai KADO. smoga saja bisa awet digunakan nnti. trims ya buat kurir & pedagang nya
bintang 5,mantap berfungsi keduanya dan ada harga ada kualitas.
bintang 5,kelazzz
bintang 1,warna beda sama yg saya pesan saya pesan warna hitam yg datang warna putih
bintang 3,suka putus putus jaringannya
bintang 1,"baterai earphone nya bocor 1 yang sebelah kiri, 5menit langsung lowbat:("
bintang 5,diterima dengan baik dan berfungsi baik
bintang 5,"bass nya agak kurang, sisanya mantap"
bintang 5,mantep
bintang 5,"Baru di test, barang berfungsi dgn baik"
bintang 5,soundnya bagus
bintang 5,untuk harga seginian mantap lah
bintang 5,"responsive seller, barang udah sampai, tapi blm dicoba"
bintang 4,Suaranya suka putus2
bintang 5,"barang baru masih segel dengan baik,,semua berfungsi keran lah."
bintang 4,"Work normal, tapi perlu direset dulu biar kedua earbudnya nyambung. Kurir....agak payah, tp ndak ada hubungannya."
bintang 5,"pengiriman cepat, kualitas barang bagus, suaranya pas, konektivitas juga sangat mudah."
bintang 5,"berfungsi dgn baik, kualitasnya bagus. minus headset yg sebelah kana longgar, jdi kebuka."
bintang 5,kerenn bNgett
bintang 5,"bagus banget,worth it untuk harga segini"
bintang 5,Barang bagus sesuai pesanan
bintang 5,Masih saya charger jadi blm tau enak atau enggaknya
bintang 3,"headset nya mayan sesuai hargalah,,untuk jaraknya ga bisa jauh dari hp"
bintang 5,Berfungsi dengan baik
bintang 2,baru pakai sehari headset sebelah kanan matot..
bintang 5,"mantap,sesuai harga"
bintang 4,"Brg ok.. cuma suaranya kadang patah"".. wajar sih brg murah.. proses pengiriman rada lama.. klo ud dbwa expedisi cpt."
bintang 5,"Ini ulasan setelah 20 hari pemakaian, minus nya itu batre di casingnya ga awet, soalnya pas ngecas earbud nya dari 100 ke 50 itu normal terkuras dayanya, tapi pas udah ny..."
bintang 3,"nyaman di kuping, audio musik bagus, tapi mic nya lbh menangkap suara sekitar drpd suara sndiri"
bintang 5,semoga awet senang tiasa..
bintang 5,barang dah di Terima dengan selamat. pokoknya mantul..
bintang 5,"baru dicharge, belum dicoba. pengiriman cepat"
bintang 4,pengiriman barang cepat
bintang 3,"suara mantap,tapi kalo dipake lama telinganya sakit"
bintang 5,"mantap deh, sesuai dengan harga dan tidak mengecewakan,. bass nya jg OK"
bintang 2,terdengar kurang enak buat music
bintang 5,mantap suaranya gokill
bintang 5,"barang bagus original, pasangnya mudah pemakaiannya mudah smart bagus suara jernih mantap dan keliatan keren dipakai"
bintang 5,good
bintang 3,Sebelah kiri bermasalah..sepertinya batrenya sdh tdk bagus..kiri sering diskonek peer nya dgn yg kanan..sehingga cmn kanan yg terdengar
bintang 1,koneksi jelek
bintang 5,"setelah diterima dan saya pakai beberapa hari, baterainya tahan lama baik itu baterai headset maupun powerbank nya... kayaknya sekali cas power bank bisa lebih seminggu d..."
bintang 5,"reapon cepat, delivery cepat, semoga awet krn blm dicoba..tks"
bintang 5,"suaranya bagus, harga murah tapi respon penjual agak lama jadi pengiriman lama keduluan earbud toko laen."
bintang 5,"bagus,baterai tahan lama sesuai harga"
bintang 3,ga Ada bas nya sama sekali
bintang 4,ternyata alatnya gede
bintang 5,Produk sesuai dengan deskripsi dan gambar
bintang 5,"barang nyaman d pakai,harga murah,masih belum tau awet gak batrenya,tampilannya juga bagus"
bintang 5,barang sudah saya terima dalam.kondisi baik... semoga awet.. terimakasih seller
bintang 2,"kualitas suara biasa aja malah mirip hedset pinzy yg kabel. bass nya ga deep malah sedikit cempreng kadang yg sebelah suka keresek, udah di beli tapi ga bisa di retur. p..."
bintang 5,"barang original, suara merdu dan terjamin kualitasnya MANTAP."
bintang 5,Alhamdulillah barang sudah sampai apa lg seller dan pihak kurir jg ramah bngt 👍
bintang 5,"mantap, barang sesuai Diskripsi, layanan luar biasa cepatnya, mksh min 🙏"
bintang 5,"Kualitasnya baik, sesuai dengan harganya. Pengiriman cepat. Semoga bisa awet ya."
bintang 1,Earbud kiri tidak menyala
bintang 5,belum dicoba lama si tapi pemakaian sekitar 1 jam normal
bintang 1,"pas dipakai suaranya kada idup kadang mati walaupun sudah di cas lama, ya emang harga ga pernah bohong x ya"
bintang 5,ok sesuai dengan pesanan tapi kurang bass headset bluetooth nya
bintang 3,"untuk penggunaan seharian lumayan awet, tapi kadang ada trouble dimana headset sebelah kanan error, kaya kresek kresek gtu, trus kadang disconect sendiri, trus nyambung l..."
bintang 5,barang bagus
bintang 4,"sayang suaranya kurang empuk,tapi ya lumayan semoga aja awet,terima kasih seller dan toko pedia."
bintang 5,"barang mantap sesuai gambar yg lagi liat"" boleh langsung beli barang oke semua"
bintang 4,uda dicoba lumayan bagus. harga murah
bintang 5,ok. berfungsi baik
bintang 5,suara jernih ngebass lumayan
