rating,comment,sentiment,clean_comment
5,harga becanda barangnya gilaaaaa harga segini kualitas suaranya bisa ngimbangin tws saya yang harga 300rban wkwkwk cuman belum di test ketahanan batrai nya murah sih ini...,positive,harga becanda barang gilaaaaa harga gin kualitas suara ngimbangin tws yang harga rban cuman di tahan baterai murah sih
5,"melebihi ekspektasi. kecil2 cabe rawit. suara kencang, harga bersahabat",positive,lebih ekspektasi cabe rawit suara kencang harga sahabat
4,battery tahan lama,positive,battery tahan
5,nice.. barang berfungsi dg baik,positive,nice barang fungsi baik
5,"barang oke, dan juga bagus👍 recommended pokoknya",positive,barang oke juga bagus pokok
5,"barang sampe gan cepet banget pengirimannya,barangnga sesuai sama yang di foto bagus",positive,barang juragan cepat kirim barangnga sesuai yang foto bagus
4,"bagus, cuma sebelah kanan tidak bunyi/keluar suara",positive,bagus belah kanan bunyi suara
5,sesuai pesanan & berfungsi baik,positive,sesuai pesan fungsi
5,"pekingnya aman, pengiriman cepat. produknya jg bagus👍👍🥰🥰",positive,peking aman kirim cepat produk bagus
5,barang cepet sampe dan sesuai dengan yg dipesan tks gan,positive,barang cepat dan sesuai yang pes terima kasih juragan
5,terimakasih untuk seller semuanya baran ki terima dengan baik aman dna dan berfungsi. semoga tetpa lancar da sukses selalu,positive,terima kasih jual baran ki terima baik aman dna fungsi moga tetpa lancar da sukses
5,"seriusan ini m90 produk nya diluar ekspetasi, gw kira bakal biasa aja ternyata suara yang di hasilin bagus bgt dan ini beneran ada indikator batre nya tapi gak keliatan k...",positive,serius produk luar ekspetasi kira biasa aja suara di hasilin bagus dan beneran indikator baterai tapi liat
4,tidak ada pemberitahuan baterai charge sudah berapa.,positive,ada pemberitahuan baterai charge berapa
5,"paking nya rapi, barang sampai dengan selamat, suka bgt",positive,emas rapi barang dengan selamat suka
5,ok berfungsi,positive,fungsi
4,ok sih cuman isi bingung part f9 tapi s9,positive,sih cuman isi bingung part s
5,mantab,positive,mantap
5,sudah dicoba. bagus suaranya. top. hanya saja ukuran nya agak gede utk telinga ku,positive,coba bagus suara baik saja ukur agak utk telinga ku
5,"barang sudah sampai ,tapi belum di coba ,semoga awet aja respon cepat pengiriman cepat ,mantap",positive,barang sampai belum coba moga awet aja respon cepat kirim cepat mantap
5,"maaf telat ulasannya, produk mantap, berfungsi baik, murah tapi gak murahan, terima kasih",positive,maaf telat ulas produk mantap fungsi murah tidak murah terima kasih
5,"pengiriman cepat, barang bagus, mantap",positive,kirim cepat barang bagus mantap
4,"headset yang sebelah kiri agak kurang cocok rasanya waktu dimasukan ke telinga, sudah saya ganti ukurannya tapi tetap sama selain itu bagus semua 👍",positive,headset belah kiri kurang cocok waktu masuk telinga saya ganti ukur tetap selain bagus
4,"barang sudah sampai, saat dipakai suaranya juga setara dengan harga, kadang-kadang agak susah konek ke bluetooth pc",positive,barang sampai pakai suara tara harga kadang kadang susah hubung bluetooth pc
5,"keren, sesuai expektasi cuma yg sebelah kiri agak sedikit keluar tombolnya gk nempel banget, over all puas 🥰",positive,keren sesuai expektasi yang belah kiri sedikit tombol gak nempel over all puas
5,mantap,positive,mantap
3,"suaranya yang kiri kecil dan pecah, untungnya yang kanan bagus jadi saya kasih bintng 3 aja",neutral,suara kiri dan pecah untung kanan bagus saya kasih bintng aja
5,mantap sesuai harga,positive,mantap sesuai harga
5,"barangnya bisa digunakan, semoga tahan lama",positive,barang guna moga tahan
5,"sesuai pesanan dan berfungsi dg baik ,,barang sdh sampe dtg lebih cepat dr perkiraan, tks",positive,sesuai pesan fungsi baik barang sampai lebih cepat kira terima kasih
5,bagus barang nya,positive,bagus barang
5,bagus,positive,bagus
5,puas dgn tws ini…. dgn harga minim sudah ada tws yg cukup utk keperluan standar,positive,puas tws dengan harga minim ada tws cukup utk perlu standar
5,baguss hedset nya di terima nya tidak ada kerusakan.. terimakasih,positive,bagus headset di terima tidak rusa terima kasih
3,dapet kiri semua yang dapet kanan semua barter yu cod jaksel,neutral,kiri yang kanan barter yu jaksel
3,bagus sih tapi kurang sesuai dengan gambar tidak ada indikator baterai yang kiri lebih cepat habis selisih ±15 menit,neutral,bagus sih kurang sesuai gambar ada indikator baterai kiri cepat habis selisih menit
5,"so far semua ok, di charge jg bs, suara jg ok lah sesuai hrg, semoga tahan lama dan baterei nya ga gampang drop",positive,so semua di charge bisa suara ok sesuai harga moga tahan dan baterai tidak gampang drop
4,"gak cocok buat main game karna ada delay pas dipencet, sesuai harga lah",positive,cocok main game karna delay pas pencet sesuai harga
5,"barang bagus keren, suara jernih dan sangat recommended,,, seller amanah",positive,barang bagus keren suara jernih sangat jual amanah
5,"bagus, mau kasih video unboxing tapi durasi lewat dari 1 menit. aku kira bocor ternyata bukan, awal beli kok ngerada boros banget itu wajar perlu dicas dulu. selanjutnya...",positive,bagus kasih video unboxing durasi dari menit kira bocor bukan beli ngerada boros itu wajar cas lanjut
5,"terima kasih, berfungsi dengan baik saya kasih 5 bintang👍",positive,terima kasih fungsi baik kasih bintang
5,"pengirim cepat,cuma 4 hari,tapi bungkus nya rusak,agak robek,cuma kualitas oke sih",positive,kirim cepat hari bungkus rusak robek kualitas oke sih
3,lumayan lah utk harga 40ribuan,neutral,lumayan utk harga ribu
5,barang sesuai pesanan toko amanah rekomended banget belanja disini terima kasih 🙏🙏,positive,barang sesuai pesan toko amanah rekomended belanja terima kasih
5,"pengiriman cepat, rapih",positive,kirim cepat rapih
1,"pesan yg type ini tetapi yg dtg type lain, minta foto unboxing sementara terlanjur dibuka hanya ada foto2x saja dan tdk dikasih solusi utk retur atau tukar....lain kali k...",negative,pesan type tetapi datang type minta foto unboxing lanjur buka ada foto dan kasih solusi utk retur tukar kali
5,👌👌👌👌,positive,
2,saya oesan f9-5 yg dtg f9 dgn model dan harga yg lenih murah. lain kali diteliti sebelum dikirim. mau ajukan komplain ribet,negative,oesan datang model harga lenih murah kali teliti kirim aju komplain ribet
1,pesen type apa dikirim type apa. teliti dikit dong. barang cuma 60rb mau komplen juga ribet harus kirim kirim keluarin ongkir lagi.,negative,pesan type kirim type teliti dikit barang ribu komplain ribet kirim kirim keluarin ongkir
5,bagus,positive,bagus
5,barang bagus sesuai dengan gambar & berfungsi dengan baik,positive,barang bagus sesuai gambar fungsi baik
5,barang sesuai order respon cepat paking rapi terima kasih ya gan semoga kwalitasnya baik,positive,barang sesuai order respon cepat emas rapi terima kasih juragan moga kwalitasnya
5,"cukup puas lah dengan harga segitu, bassnya lumayan keluar, cuma mesti hati 2x pas di telinga, kesenggol jari dikit jadi respon sensor volumenya..",positive,puas harga segitu bassnya lumayan cuma mesti hati pas telinga senggol jari dikit respon sensor volume
5,barang telah sampai dgn aman,positive,barang sampai aman
5,"barangnya bagus saya suka, good job.....",positive,barang bagus suka bagus job
4,ada harga ada kwalitas lhaaa yaa... but ini bagus siih. di liat awet baterai nya ajaa nanti hihihiii,positive,harga kualitas lhaaa but bagus liat awet baterai ajaa hihihiii
5,agak sulit dpasang. apa desaiinya kurang pas gt d telinga,positive,sulit dpasang desaiinya pas gt telinga
4,"produk dengan kualitas suara yg ngk jelek"" aman rekomendit buat low budget",positive,produk kualitas suara ngk jelek aman rekomendit low budget
5,ok barangnya ka. thank u y ka,positive,barang ka terima kasih ka
5,oke,positive,oke
5,"suara kurang jernih, banyak pecah",positive,suara jernih pecah
5,alhamdulillah barang dah smpe dan berfungsi dgn baik,positive,alhamdulillah barang dah dan fungsi baik
5,mantap jiwa bro lebih mantep lagi ngebass nya instal apk equalizer bluetooth,positive,mantap jiwa mantap ngebass instal apk bluetooth
5,"sudah di tes, kanan kiri berfungsi dengan bagus, terima kasih gan",positive,di tes kanan kiri fungsi bagus terima kasih juragan
4,"pengemasan cukup rapi dengan bubblewarp, cuma box nya lecek (dikit), isi di dalamnya oke oke aja bisa di maklumi, pusat tws nya (yg gede) tutupnya cukup rapuh (mendekati...",positive,emas rapi bubblewarp kotak lecek dikit isi dalam oke oke aja di maklum pusat tws yang tutup rapuh dekat
5,sudah sampai,positive,sampai
5,"barang sesuai pesanan, pengiriman cepat, kualitas mantap",positive,barang sesuai pesan kirim cepat kualitas mantap
4,lumayan,positive,lumayan
3,kemeresek dan lambat pairing,neutral,gemeresik lambat
2,"lumayan harga segitu lah, kalo mau yg bagus beli yg harganya mahal.. sama 1 lagi batrenya boros yg 1,tp yg 1 awet. not bad lah untuk harga segini",negative,lumayan harga segitu kalo bagus beli harga mahal lagi batrenya boros tapi yang awet bad harga gin
5,10 bintang kalo perlu. sangat sepadan sama harga,positive,bintang kalo sangat padan harga
5,barang sesuai katalog dan berfungsi dgn baik,positive,barang sesuai katalog fungsi baik
5,"packing aman, semua lengkap dan kiriman cepat. berfungsi semua. terima kasih seller dsn tokopedia. sukses terus.",positive,packing aman lengkap kirim cepat fungsi terima kasih jual dsn tokopedia sukses
5,bagus ko semuanya ok,positive,bagus ko ok
5,barang sesuai deskripsi. lumayan bgt untuk harga segini. konek ke hp atau laptop ga ada masalah. suara standar. berfungsi dengan baik. worth to buy buat yg nyari tws yg s...,positive,barang sesuai deskripsi lumayan untuk harga gin hubung ponsel laptop ada suara standar fungsi baik harga to buy nyari tws yang
5,"mantap , packing rapi , cepat sampai nya , kualitas mantap pkoknya 😎",positive,mantap packing rapi cepat nya kualitas mantap pkoknya
5,"mantap coy keren , suara luyaman dengan harga segini bass dapet suara jelas. mantap build quality nya coy udah beberapa kali g sengaja jatoh dan pernah kupakai kena hujan...",positive,mantap coy keren suara luyaman harga gin bass suara mantap quality coy udah kali sengaja jatoh pernah pakai kena hujan
5,"sesuai pesanan, kwalitas suara sesuai harga, hemat baterai hingga 3jam disaat pemakaian normal, kemasan aman, kurir ramah",positive,sesuai pesan kualitas suara sesuai harga hemat baterai jam saat pakai normal kemas aman kurir ramah
5,"berfungsi dengan sangat baik, minus dikabel aja pendek banget. selain itu recommended semua😉😉",positive,fungsi minus kabel aja pendek sangat selain semua
5,m a y a n,positive,a n
5,mantap.bass e,positive,mantap bass
5,mantap. harga sesuai gak mengecewakan. respon penjual cepat. datang jg cepat.,positive,mantap harga sesuai kecewa respon jual cepat juga cepat
5,fast respone,positive,cepat respone
5,fast delivery 👍👍👍👍,positive,cepat antar
5,berfungsi dengan baik 👍👍👍,positive,fungsi baik
5,"barang oke dan cepat sampai! tapi sayangnya tidak ada manual, untung saya ga ****-**** amat pake ginian 😅😅",positive,barang oke cepat tapi sayang ada manual untung tidak pake ginian
5,pengiriman cepat puas sesuai gambar tapi buat harga segini lumayan oke lah semoga aweett,positive,kirim cepat puas sesuai gambar buat harga gin lumayan oke moga aweett
5,barang bagus berfungsi dgn baik pengiriman cepet recomend lah,positive,barang bagus fungsi baik kirim cepat
5,mantap bagus sesuai harga,positive,mantap bagus sesuai harga
5,mantap,positive,mantap
5,barang sdh terima...suaranya bagus..yg penting bikin anak senang 😁👍,positive,barang terima suara bagus penting bikin anak senang
5,mantaab,positive,mantaab
5,"barang sudah sampai, sesuai gambar dan deskripsi. packing dibungkus bubble wrap, isi paket baik. langsung tes dan puas.",positive,barang sampai sesuai gambar deskripsi packing bungkus bubble wrap isi paket langsung tes puas
4,"sesuai dgn harga, sebelah kiri tdk ada suaranya",positive,sesuai harga belah kiri ada suara
5,"dengan harga yang terbilang murah, kualitas ga buruk2 bgt kok. bass nendang, uda hampir sebulan nih masih berfungsi dengan baik. semoga awet",positive,harga bilang murah kualitas buruk kok bass nendang hampir bulan nih fungsi baik moga awet
5,"sesuai harga sihh,mantap",positive,sesuai harga sihh mantap
1,ga recommended karena baru beli belom ada 5 hari udah rusak bagian kirj,negative,karena beli bom hari udah rusak kirj
5,"barangnya nyampe dengan selamat, tp kurang puas dapet warna kuningg, kuramg suka sama warna cerah, hehe.",positive,barang dengan selamat kurang puas warna kuningg kuramg suka warna cerah hehe
5,sesuai harga kualitasnya bagus,positive,sesuai harga kualitas bagus
5,this wireless earphone is so worth it for the price of under 100k. the function and sound quality is decent. good product!,positive,this wireless is so harga untuk the harga of bawah the function and sound quality is bagus
5,qualitasnya bagus suaranya terdengar jelas.,positive,qualitasnya bagus suara dengar
5,worth it buat harga segitu..mantap,positive,harga buat harga segitu mantap
5,"barang bagus di suara bagus, build quality bagus, fungsi bagus ... makanya saya mau beli lagi ini...",positive,barang bagus suara bagus quality bagus fungsi bagus saya beli ini
5,"untuk suara nya jernih, masalah bass/treble nya tinggal setting sendiri di equaliser. koneksinya mudah dan cepat namun sebelah kanan lebih effort karena tidak langsung me...",positive,suara jernih bass treble tinggal atur di equaliser koneksi mudah cepat belah kanan effort tidak langsung
3,"lumayanlah utk harga segini, tp baterai nya cpt hbs bgt headset nya",neutral,lumayan utk harga gin baterai cepat habis headset
5,mayan untuk harga segitu,positive,lumayan harga segitu
5,barang bagus sesuai,positive,barang bagus sesuai
4,"di bawah ekspektasi. build quality kelihatan murah. batere lumayan awet. kabel charger sangat pendek, mana ga bisa dilepas.. menyulitkan utk cas",positive,bawah ekspektasi quality murah baterai lumayan awet kabel charger pendek tidak lepas sulit utk cas
5,barang mantap,positive,barang mantap
5,"suara mantul,barang datang tanpa lecet",positive,suara mantap barang tanpa lecet
1,barang tida sesuai foto,negative,barang tida sesuai foto
5,"mantap bossku barang sesuai deskripsi pengemasan rapi dan aman sampai di tujuan trimakasih tokopedia ,penjual dan sicepat",positive,mantap bos barang sesuai deskripsi emas rapi aman di tuju terima kasih tokopedia jual sicepat
5,"barang sampai dengan selamat ,semua berfungsi dengan baik...dan suaranya mantap meski harganya murah....👍👍👍😃😃😃 terimakasih.......",positive,barang selamat fungsi dengan baik suara mantap harga murah terima kasih
5,barang bagus awet suara mantaps jiwa,positive,barang bagus awet suara mantap jiwa
5,keren ini bro.iseng harga murah .ternyata kualitasnya lumayan bagus ga nyesal beli harga segini kualiatas mewah.,positive,keren iseng harga murah kualitas lumayan bagus nyesal beli harga gin kualiatas mewah
5,keren,positive,keren
4,"packingnya rapih, barang nyampe dengan selamat kwalitas ok",positive,packingnya rapih barang dengan selamat kualitas
5,"barang bagus, udh kepake 2 bulan masih aman",positive,barang bagus kepake masih aman
5,"kardus nya penyok, untung barang nya aman, moga awet",positive,kardus penyok untung barang aman moga awet
5,packaging ada bubble warp.. produk tiba dalam kondisi baik..,positive,emas bubble bungkus produk dalam kondisi
5,barang kelihatan nya normal tp blm di coba suara dan ketahanan nya. ya semoga awet dengan harga yang relatif terjangkau gini,positive,barang normal belum coba suara tahan nya ya moga awet harga relatif jangkau gin
5,maaf telat kasih ulasan baru sempet di buka dan belum di coba,positive,maaf telat kasih ulas sempat buka belum coba
5,terimakasih,positive,terima kasih
5,alhamdulillah paket sampai tujuan. semoga awet mksh toped & 🚴📦.,positive,alhamdulillah paket tuju moga awet terima kasih tokopedia
5,"respon cepat, barang sesuai dan bagus",positive,respon cepat barang sesuai bagus
5,"bagus, sesuai fungsi",positive,bagus sesuai fungsi
5,"respon cepat pengiriman jg cepat, barang sesuai & bagus... recommended seller all 👍",positive,respon cepat kirim cepat barang sesuai bagus jual all
5,"suaranya mantap, barang sampai dengan aman dan lebih cepat dari dugaan awal",positive,suara mantap barang dengan aman lebih cepat duga
4,yg kuping kiri atau l kok gk bisa bunyi ya,positive,telinga kiri kok gak bunyi
5,"packingnya bagus, kualitas tws lumayan, tapi realpict gak sesuai gambar",positive,packingnya bagus kualitas tws lumayan foto asli sesuai gambar
4,keren mantepp sesuai pesanan cuma pngiriman nya lama 😟,positive,keren mantepp sesuai pesan pngiriman lama
4,lumayan bagus rapi koneksi bluetooth kadang kadang terputus putus tapi lumayanlah bagus kualitas barangnya,positive,lumayan bagus rapi koneksi bluetooth kadang kadang putus putus lumayan bagus kualitas barang
5,bagus,positive,bagus
4,cukup untuk harga murah segitu.,positive,untuk harga murah segitu
5,"sound nya bagus, udh dipake seharian, moga awet",positive,sound bagus dipake hari moga awet
5,lumayan,positive,lumayan
5,"barang diterima dan berfungsi dengan baik ,.suara bass ❤",positive,barang terima fungsi baik suara bass
5,semoga awet,positive,moga awet
5,untuk kisaran harga dbwah 100 udah keren si ini,positive,kisar harga dbwah udah keren si
1,"mati sebelah, di cas gak bisa",negative,mati belah cas bisa
4,"paket lengkap, earphones, kabel dan power bank ,suara pas di coba ok banget,harga murah,cuma gambar di display toko ada layar indikator baterei tapi asli nya ga ada",positive,paket lengkap earphones kabel power bank suara pas coba sangat harga murah gambar display toko layar indikator baterai asli tidak
5,"packingnya aman, barang sesuai, berfungsi dengan baik",positive,packingnya aman barang sesuai fungsi baik
5,barang berfungsi sebagai mana mestinya,positive,barang fungsi mana mesti
3,b aja.,neutral,aja
1,"barang baru rasa bekas pemakaian. baru dibuka kemasan udh penyok, isi nya malah terbalik aneh emang. pas dipakai kadang mati sendiri bluetooth nya. mana barang nya lama l...",negative,barang rasa bekas pakai buka kemas penyok isi malah balik aneh pas pakai kadang mati bluetooth mana barang lama
5,"alhamdulillah, sesuai pesanan..",positive,alhamdulillah sesuai pesan
5,"mantaappo suaranya lumayan bagus, bassnya juga adaan. worth it to buy.",positive,mantaappo suara lumayan bagus bassnya ada harga to buy
5,alhamdulilah paket nya dah datang barang nya sesuai gak ada yg cacat dan berfungsi dengan baik semua nya....,positive,alhamdulilah paket dah barang sesuai ada cacat fungsi baik nya
5,"yah lumayan lah harga murah kualitas jgn berharap yg berlebih, dan kualitas sesuai dgn harga, foto hanya perbandingan sm harga yg 2x dri ini jd jgn berharap lbih, klo mau...",positive,yah lumayan harga murah kualitas harap lebih kualitas sesuai harga foto banding harga ini jangan harap lbih kalo
5,suara mantab.. lumayan dgn hrg segini semoga barang ga awet,positive,suara mantap lumayan harga gin moga barang awet
3,saya pesan f9-5 yg dateng f9 😮‍💨😭 beda atau sama yh? harganya beda,neutral,pesan datang beda sama harga beda
1,ya tau sih harganya murah. tapi ga baru sehari pake langsung rusak juga kali. 80rb itu kalo buat beli nasi padang dapet 5 bungkus.. udh gitu saller juga dihubungi ga resp...,negative,tau sih harga murah hari pake langsung rusak kali ribu kalo beli nasi padang bungkus begitu jual hubung tidak resp
5,g,positive,
5,sesuai,positive,sesuai
5,"packing lumayan aman pakai buble wrap, kualitas suara mantap dan semua berfungsi normal, sudah di tes beberapa kali dan aman tanpa kendala. desain keren.. thanks seller.....",positive,packing lumayan aman pakai bubble wrap kualitas suara mantap semua fungsi normal di tes kali aman kendala desain keren terima kasih jual
5,aman dan cepat,positive,aman cepat
5,"packing nya mantep, kualitss suaranya lumayan bagus, sesuai",positive,packing mantap kualitss suara lumayan bagus sesuai
4,lumayan lah,positive,lumayan
5,berfungsi dg baik,positive,fungsi baik
5,"awet, ndak nyesel beli ini",positive,awet nyesal beli
5,kiriman cept dan normal,positive,kirim cept normal
5,"barang sampai tepat waktu, kemasan bagus, kurir ok",positive,barang tepat kemas bagus kurir
5,mantep sih untuk harga segitu worth it bgt,positive,mantap sih harga segitu harga sangat
5,"alhamdulillah barang berfungsi dengan baik, masalah kualitas sesuai dengan harga. semoga awet",positive,alhamdulillah barang fungsi baik kualitas sesuai harga moga awet
5,"mantap, rokomendasi sekali",positive,mantap rokomendasi
4,berfungsi dgn baik..kasih 4 bintang dulu soalnya baru dicoba,positive,fungsi baik kasih bintang soal coba
5,kualitas bagus sesuai dengan harga 😄,positive,kualitas bagus sesuai harga
5,"pengiriman nya cepat , barang sesuai terimakasih seller recomended",positive,kirim cepat barang sesuai terima kasih jual recomended
5,paking rapi dan aman pengiriman cepat barang sdh dicoba suaranya mantap,positive,emas rapi aman kirim cepat barang coba suara mantap
5,"pengiriman cepat,barang sesuai deskrisi 👍",positive,kirim cepat barang sesuai deskrisi
5,"harusnya bintang 4 itu gara² tempat colokan buat charge nya ke angkat,, tapi gpp lah yg penting suaranya bagus dan jernih serta nge bass dikit",positive,bintang gara colok charge ke angkat tidak yang suara bagus jernih nge bass dikit
5,lumayan ternyata tws nya,positive,lumayan tws
5,👍🏻👍🏻,positive,
5,packing aman. suara bagus. terima kasih,positive,packing aman suara bagus terima kasih
5,"ga nyangka barangnya bisa sebagus ini, sumpah awalnnya pasrah kaya barang murah dapet ampas pun gamasalah, ngilangin rasa penasaran, ini udah 10 hari gua pake dan gila aw...",positive,sangka barang bagus sumpah awalnnya pasrah kaya barang murah ampas gamasalah ngilangin penasaran udah gua pake gila aw
5,"sangat puas dengan pelayanan penjualnya,respon dan tanggap keluhan dan ada solusi,,,toko recommended barang recommended",positive,puas layan jual respon tanggap keluh ada solusi toko barang
1,"earbuds sebelah kanan tidak nyala, seperti nya baterai nya drop.jadi tidak bisa pairing bluetooth nya",negative,belah kanan nyala baterai drop tidak bluetooth nya
5,terima kasih,positive,terima kasih
5,bagus,positive,bagus
2,earphon yg hidup cman satu satunya gk hidup..,negative,earphon hidup cman satu gak hidup
5,"barang padu, bagus harga terjangkau, suara lumayan buat harga segini. gassslahh udahhh",positive,barang padu bagus harga jangkau suara lumayan harga gin gassslahh udahhh
5,working normally on ios device,positive,working normally on ios device
1,"barang saya hilang dalam pengiriman ,sungguh mngecewakan...",negative,barang hilang kirim sungguh mngecewakan
3,ga sesuai ekspektasi.. bas nya kurang..,neutral,sesuai ekspektasi bass kurang
5,"suaranya bagus, harga ok",positive,suara bagus harga
5,good lah udah nyampe moga awet,positive,bagus udah moga awet
5,bagus dan suara good,positive,bagus suara bagus
5,cpt sampainya. barang bagus bgt.,positive,cepat sampai barang bagus
5,alhamdulillah lumayan bagus...!,positive,alhamdulillah lumayan bagus
5,luar biasa amanah sekali barang bagus suara jernih ada barang yang tidak ada langsung diberi tahu tokopedia refundnya juga bagis sekali,positive,biasa amanah barang bagus suara jernih barang tidak langsung tahu tokopedia refundnya bagis
5,"barang ok cuman mic nya gadak, worth it lah harga segitu, mic di hp ku soalnya oke, redmi note 8 nih bos senggol dong",positive,barang cuman mic gadak harga harga segitu mic ponsel ku oke redmi note nih bos senggol
5,"produknya bagus, semoga awet",positive,produk bagus moga awet
5,"packing aman pengemasan cepat pesen hari itu dikirim hari itu juga, bales chat cepet recomended barang bagus, suara lumayan bagus",positive,packing aman emas cepat pesan itu kirim itu balas chat cepat recomended barang bagus suara lumayan bagus
4,berfungsi dgn baik 👍,positive,fungsi baik
5,keren,positive,keren
5,"packing rapi, kualitas bagus, suaranya mantap.",positive,packing rapi kualitas bagus suara mantap
5,bagus,positive,bagus
5,barang sesuai pesanan dan kualitas bagus tidak ada kerusakan,positive,barang sesuai pesan kualitas bagus ada rusa
3,harga murah ga ush ngomongin kualitas suara ya... udh bunyi juga alhamdulillah... haha,neutral,harga murah ush ngomongin kualitas suara sudah bunyi alhamdulillah haha
5,mantap,positive,mantap
4,"ini keren banget, tapi packaginya tipis, jadi dus penyot2",positive,keren tapi packaginya tipis dus penyet
5,barang sesuai pesanan.. pas nyampe udah posisi on..,positive,barang sesuai pesan pas udah posisi on
5,"alhamdulillah barang sudah saya terima, sesuai pesanan, trimakasih kak",positive,alhamdulillah barang saya terima sesuai pesan terima kasih kak
4,"maaf gak bisa kasih bintang 5 karna minus nya lumayan banyak tapi karna saya orang nya gak tegaan saya masih kasih b4, keluhan saya pertama 1) saya harus ambil barang sen...",positive,maaf bisa kasih bintang karna minus lumayan tapi karna orang tidak tega masih kasih keluh pertama harus ambil barang sen
5,oke kok,positive,oke
5,mantap.. excellent recommended banget,positive,mantap bagus sangat
4,"peking aman, cuma batre power bank ga tahan lama",positive,peking aman baterai power bank tahan
5,"barang udah nyampe, suara bagus",positive,barang udah suara bagus
5,"packing aman, rapi, semoga awet....pas mau nyalain ga bisa, ternyata daya 0",positive,packing aman rapi moga awet pas nyalain bisa daya
5,bagus kualitas sesuai harga,positive,bagus kualitas sesuai harga
5,"berfunsi dengan baik, pengmasan nya kurang rapi jadi lumayan pnyok2 krdusnya. tapi nggak papa isinya aman.",positive,berfunsi baik mas kurang rapi lumayan pnyok krdusnya tidak papa isi aman
5,datang dengan baik bass nya sangat berasa,positive,dengan bass sangat asa
5,"bisa buat powerbank, nelpon juga enak ga tllu bising",positive,buat powerbank nelpon enak tllu bising
4,ok lah,positive,
5,"barangnya ok, berfungsi dengan baik",positive,barang fungsi baik
4,good product,positive,bagus
5,"keren sih, harga murah, suara jernih, bass tajem, worth banget",positive,keren sih harga murah suara jernih bass tajem harga
5,toko nya terpercaya tws nya nyala semua.thanks,positive,toko percaya tws nyala terima kasih
5,cakep sih,positive,cakep sih
5,barang bagus sesuai pic,positive,barang bagus sesuai gambar
5,"thanks gan, produk sudah sampai, suaranya mantap",positive,terima kasih juragan produk sampai suara mantap
5,"barangnya bagus, suaranya mamtap",positive,barang bagus suara mamtap
2,barangnya gak jelas padahal gue pesen yg ada power banknya kenapa yg dikirim s9 ya,negative,barang jelas gue pesan ada power bank yang kirim
5,sesuai pesanan mantap. dg harga segitu,positive,sesuai pesan mantap harga segitu
5,"kualitas suara ok, lama² kayak gak brsa kalau tws ini hrga di bawah 100k, cuman syg, pesan nya 3 pcs yg dtg 2 pcs 🙄",positive,kualitas suara lama kayak brsa tws harga bawah cuman syg pesan piece datang piece
5,"packing rapi, cuma ada penyok di kardus. barangnya aman karna pakai bublewrap waktu pengiriman. pada saat barang datang kondisi baterai 0% jadi harus di charge dulu. un...",positive,packing rapi ada penyok kardus barang aman karna pakai bublewrap kirim saat barang kondisi baterai harus charge un
5,terimakasih,positive,terima kasih
5,mantap barang bagus bgt dengan harga murah,positive,mantap barang bagus dengan harga murah
5,bagusssssssssssssssss,positive,bagusssssssssssssssss
5,harga sesuai dengan kualitas,positive,harga sesuai kualitas
5,nice,positive,nice
3,"barang ter bungkus dengan rapih, dan rapat, tapi kardusnya basah, device jg lembab. device sudah di coba dan belum ada masalah. semoga awet. tolong di perhatikan lagi kua...",neutral,barang ter bungkus rapih rapat kardus basah device lembab device di coba belum masalah moga awet di perhati kua
4,tidak sesuai warna,positive,sesuai warna
5,"suaranya mantab, bas glerrr. sempat di kira bermasalah, karena kalau sebelah bunyi sebelah mati. di coba sambung2 ulang akhirnya 👍👍👍",positive,suara mantap bass glerrr masalah kalau belah bunyi belah mati di coba sambung ulang
5,terima kasih,positive,terima kasih
5,barang ok,positive,barang
5,mantaap,positive,mantap
4,"sudah seminggu saya pakai ini dan ini hasilnya pro : - earphone bagian kiri dan kanan terpisah kesannya, jadi kalau yang bagian kanan batere habis, yang kiri masih bisa...",positive,minggu pakai hasil pro kiri dan kanan pisah kesan kalau bagi kanan baterai habis kiri bisa
5,mantap bos qu. barang nya oke berpungsi dgn baik suara jernih bas oke .. josssss...,positive,mantap bos qu barang oke fungsi baik suara jernih bass oke mantap
4,ok,positive,
2,"tidak berfungsi dengan baik headset bagian kanan. yang bisa cuma 1 doang yang kiri, padahal udah dicas sampe full:(",negative,fungsi baik headset kanan bisa doang kiri udah cas full
5,mantep bang sip lahh buat barang lower middle class is good,positive,mantap bang sip barang lower middle class is bagus
3,"lubang soundnya yang sebelah kiri kecil, jadi gede sebelah. mungkin emang lagi dapet yang bad qc",neutral,lubang soundnya belah kiri jadi belah memang dapat bad qc
4,"packing aman, pengiriman cepat, dan kualitas barang jg bagus sesuai dgn hargannya",positive,packing aman kirim cepat kualitas barang bagus sesuai hargannya
5,recommended seller,positive,jual
5,no komplain,positive,komplain
4,amannnn,positive,amannnn
5,sip,positive,sip
5,kwalitas barang sesuai di gambar harga terbaik.. murah tapi berkwalitas respon cepat rekomended seller bintang 5 semoga sukses selalu,positive,kualitas barang sesuai gambar harga baik murah berkwalitas respon cepat rekomended jual bintang moga sukses
5,sama sperti yg lainnya.,positive,sperti lain
