rating,comment,sentiment
5,"alhamdulillah barang sudah sampai, semua fitur bekerja dengan baik, suaranya juga lumayan lah untuk harga di bawah 100 ribu, semoga headsetnya bisa awet.",positive
5,bagus banget barang nya.. mantapp sekali.. recomended seller.. lanjutkan...mantapp jiwa,positive
5,"barang cepat sampai, kondisinya bagus semoga awet",positive
5,"pengiriman cepat sehari sudah sampai, barang sesuai pesanan rapi, semoga bermanfaat dan awet, terimakasih",positive
5,fast respon seller. recomend. barang sesuai pesanan. bagus,positive
4,lumayan tp kdg keluar bunyi kresek2,positive
2,"untuk satu headsetnya susah banget buat dimatiin dengan jari, tempat charging dock tws nya juga kalo gerak dikit otomatis nyala headset di dalam charging dock nya, yaah m...",negative
5,Bagus dan batrenya awet ga cepet abis,positive
3,kemasannya rusak tws nya juga rada kurang nyaman tpi lumayan,neutral
5,Pembelian kedua.. berfungsi dgn baik,positive
5,mantap,positive
5,keren...,positive
5,"Barang bagus, packing aman, pengiriman cepat, semoga sukses",positive
5,penanganan yg baik dari penjual,positive
5,barang sesuai pesanan Alhamdulillah berfungsi dengan baik,positive
5,makasih kak barang bagus udah diterima baik pengiriman cepat toko amanah kurir baik 👍👍👍👍👍👍,positive
3,"rusak sebelah, tws hidup tapi yg sebelah kiri tidak ada suaranya, hanya sebelah kanan yang mengeluarkan suara",neutral
5,"barang sampai dengan selamat, berfungsi dengan baik.",positive
5,"Alhamdulillah, paket sudah tiba di tujuan, ku kira akan sampai malam rupanya tidak. Packing nya bagus x rapih, barang aman, pengiriman juga sesuai apa yg ku kira, suara e...",positive
5,"Murmer pisan, kualitas hade",positive
5,alhamdulillah berfungsi dengan baik,positive
5,Mantap dengan harga segitu. Cukuplah harga segitu jangan banyak ekspetasi,positive
5,mantap asli nage,positive
5,"top, budget tapi high quality lumayan lah~",positive
5,keren,positive
5,Semoga awet,positive
5,"Alhamdulillah mendart dengan amn,,untuk harga segini cukup bagus barngnya,,",positive
5,Barang sesuai pesanan,positive
2,"pesanan pertama ga sesuai terus penjualnya ga bales"" chatnya",negative
5,bagus,positive
5,"kualitas suaranya bagus, ukuran kecil tapi pas di kuping, tidak ada noise dari luar, batrai tidak cepat habis.",positive
5,barang sesuai dengan deakripsinya,positive
1,****** orang gw cancel pesanan karena mau milih tipe yang laen malah dikirim yang ini seller kocak takut rezeki lu ilang apa gimana? kapok dah,negative
5,"packingnya aman, pengiriman lumayan cepat, dan TWS nya berfungsi dengan baik 👍",positive
5,"Barang sampai dengan aman,moga jh awet🙏🏻",positive
4,mantap cma agak lama ngirimnya,positive
5,barang ok cm bas nya kurang aja..standard..,positive
5,"Sangat recommend sekali, seller respon sekali, tanggap, ramah, konsisten, mantap banget pokoknya, dapat harga bersaing dengan yang lain, apalagi grab it fast.. sering-ser...",positive
5,"Barang sudah diterima dan bagus sesuai pesanan, cuma pengiriman terlalu lama",positive
5,bagus,positive
5,Bagus audio,positive
5,dapat berfungsi dengan baik,positive
4,"Untung kualitas standarlah sesuai sama harga, sejauh ini gada kendala dan semoga aja gada. Cuma bungkusnya aga sedikit kurang aman aja jadi aga sedikit penyok dus nya, da...",positive
5,Keren. bagus pokoknya...,positive
5,"pesan Sabtu Pagi, tiba Minggu Sore, packegin wajar, kualitas Headset ya bagus, seller responsif.",positive
1,"TWS tidak bisa di gunakan jadi sampah aja, semoga berkah",negative
5,sesuai pesanan... berfungsi dgn baik... thanks...,positive
4,thank kurir mas agus,positive
5,bandingkan hasilnya,positive
5,Bagus sesuai dgn pesanan puasssssss,positive
4,"Suara bagus, namun battery life nya singkat bgt kalau dibandingin sama TWS lain, tapi worth it lah untuk harganya.",positive
2,"mungkin lagi ga hoki aja, paket sudah sampai dikota tujuan tapi kurir gak nganter2.. kapok pake kurir itu. pas paket dibuka udah penyok dalemnya, dibuka dicoba terus pas...",negative
1,barang datang sudah dalam keadaan rusak yang dimana bagian sebelah kanan tidak dapat berfungsi dan terhubung dengan handphone saya. saya sangat kecewa dengan kualitas bar...,negative
5,Alhamdulillah barang sampai dengan selamat,positive
4,naise,positive
5,not bad,positive
5,"barang ok, pengiriman cepat",positive
2,"Dari barang setelah saya coba dua TWS ini, saya menemukan perbedaan. Meskipun barang berfungsi dengan baik namun secara suara di satu device TWS ini mengalami masalah kar...",negative
5,"terima kasih, packing aman,dan barang kualitas baik",positive
5,berfungsi dgn baik 👍,positive
5,"di terima sesuai estimasi waktu,, baru di coba,, semoga ,,awet kwalitas sesuai harga.",positive
5,suara bass mantap,positive
5,bagus sesuai sama harga nya,positive
5,baterai awet & suara cukup baik,positive
1,"Untuk harga 60rb sangat tidak worth it, suaranya kecil",negative
5,"Barang sesuai dengan pesanan,, terima kasih,,",positive
4,"TWS ini bagus, fitur yang ditawarkannya juga banyak tidak seperti TWS lain di harga yang sama. FITUR: Fiturnya antara lain 1 kali ketuk stop/pause, 2 kali ketuk untuk gan...",positive
5,"Pembelian yg Ke2x diToko ini, sesuai Pesanan Barangnya, pas lobang telinga, Suara Ngebas ok, Tahan Baterai Headset 3-4Jaman.. thans seler",positive
1,Tidak fungsi,negative
1,Bagian sebelah kirinya mati udah di coba isi batry 1 jam masih mati,negative
5,"suara sdh cukup baik, nyaman digunakan dan baterainya awet banget",positive
5,barang sesuai dengan yang difoto mantappp,positive
5,mantapppp👍,positive
3,"setelah dibuka, kotaknya robek2 dan ada tulisan seperti di foto. mudah2n berfungsi dengan baik dan awet",neutral
4,"pembelian ke 2 , mantul mantab betul tul tul",positive
5,"Suaranya enak, berfungsi dengan baik",positive
5,"Bagus sih di android, cuman ternyata kalau di ipohone disconect terus",positive
5,sesuai dengan deskripsi produk,positive
5,ba ja,positive
4,"barang sudah diterima dengan baik, pengiriman cepat kurirnya ramah",positive
5,pengen beli lagi tapi gada duit,positive
5,mantappppppp 👍👍👍👍👍,positive
5,abisssss,positive
1,"order f9-5 yg dateng f9,males ngembaliinnya,kalo mau kirim cek dulu pesanan jangan asal kirim",negative
4,so far barang ok. semoga selalu ok.,positive
5,"murah tapi suaranya bagus, oke lah",positive
5,packing aman..barang berfungsi dengan baik,positive
4,rada cempreng,positive
4,packing aman. kualitas suara bagus tp sedikit bermasalah sambungan bluetoothny jk jauh dr HP.. So far so good...,positive
5,bagus banget keren ada tulisan battery tinggal berapa terus bisa buat power bank lagi.. suaranya enak buat dengerin lagu tapi untuk smulean masih agak delay but overall o...,positive
4,"Alhamdulillah paket datang dengan selamat, Semoga bermanfaat..",positive
5,"Packingnya mantep, kecil2 di kasih bubble warp. Estimasi tiba sesuai jadwal. Kualitas barang ok. Untuk harga segini ada bassnya mantep",positive
3,pairing tapi bunyi sebelah,neutral
5,kualitas oke,positive
5,ga pake bubble warp packingnya tetap aman sampai dengan selamat selama pemakaian 3 Hari aman aman ajah,positive
5,"Packing aman, tws berfungsi, display LED tws pun bagus. Suara standar. Cuma sayang, headsetnya kebesaran di telinga",positive
5,"Kualitas sebanding dengan harganya yang murah, suaranya sember di frekuensi menengah jadi bass dan terblenya agak kurang. baterainya awet. buat gua tws ini kualitasnya sa...",positive
5,simple'pas dipakai buat telp,positive
5,bagus suara mantep cuman kurang nyaman aja wajar ada harga ada rupa,positive
1,"saya sudah pakai bluetooth headset sejak 6 tahun lalu .. udh lumayan hafal segala urusan perbluetoothan .. barang ini mati sebelah (yg kanan) ga bs di kutak katik, (yg k...",negative
5,"Alhamdulillah produk sesuai ekspetasi 🤟, best sellernya lah, meskipun pengiriman terkendala karna Lebaran 🥲 .",positive
5,kerenn walau packing nya rada penyok dikit wkwkwke,positive
5,"barang ori , sesuai deskripsi seller responsif batang berfungsi dengan baik",positive
1,yang hidup cuma sebelah,negative
2,"nyala sebelah 4nj tp kualitas suara ok lh TP PGIRIMAN LAMA BET, maklum lah hrga sgitu",negative
3,"agak lama ngirimnya, sama kurang awet aja baterainya",neutral
5,sangat bagus,positive
5,lumayan untuk harganya,positive
5,Bagus barangnya sesuai dan berfungsi dengan baik,positive
1,"beli hendset tp ga ada hensetnya, cuma ada casan sama tempatnya aja, maaf ga ada foto atau video soalnya udah senang duluan",negative
5,"blm dicoba, minimal pengiriman termasuk cepat",positive
5,"Keren, murah tapi bagus",positive
5,"Pengiriman cepat, packagingnya rapi dan barang sesuai deskripsi. Untuk suara tidak terlalu ngeba, ya sesuai dengan harganya",positive
5,kualitas bagus,positive
5,"Alhamdulillah berfungsi dgn baik,mudah2an awet",positive
5,barang sdh sampai berfungsi dgn baik. semoga langgeng.,positive
1,barang yang kami pesan 4 biji yang di kirim cuma 1....hati2 dengan toko ini penipuan... jangan sampai tertipu di toko ini....,negative
1,"earphone sebelah kirinya mati tidak berfungsi, gimana ini",negative
5,"Selama ini berfungsi dengan baik, buat alternatif hs ke 3 atau 4 yang saya miliki jika saya bosen sama hs lainnya.",positive
5,"packing bagus, kualitas bagus bngt padahal harga murah",positive
5,sesuai pesanan packinag aman pengiriman cepat tp lom.di coba tq,positive
2,"yg 1 berfungsi yg 1 nya tdk ngisi saat d cas,padahal kalo sepasang berfungsi sebenarx lumayan keren sih",negative
5,"respon penjual bagus, kurir bagus, barang sesuai etalase dan bagus, terimakasih",positive
5,barangnya bagus,positive
4,Mantap sii cma kadang suka putus2 sndiri,positive
3,"Bisa pairing, tapi pas konek ke hape gabisa play media dua duanya. cm bisa salah satu hadeh",neutral
5,Baranya bagus pokoknya mantep dah Tokopedia,positive
5,jossss,positive
5,makasih seler paket nya dah sampai semoga sukses selalu,positive
5,Nuhun,positive
5,barang bagus,positive
5,bass nya mantapp,positive
5,packingnya cepat dan barangnya berfunhsi,positive
5,"paking aman ,barang ok sesuai gambar etalase",positive
4,"barang sampai dgn selamat tidak ada lecet, suara lumayan jernih, semoga awet untuk kedepannya, sukses terus dan lancar dagangannya 🔥🔥",positive
5,barang nya sampai dengan selamat dan bagus juga kualitas barang nya. puas rasanya setelah menunggu beberapa hari,positive
5,"Proses super cepat, pendirian cepat, packing rapi dibungkus bubble wrap, barang sesuai order tapi belum dicoba.",positive
5,"packing aman, cepat , barang kualitas...good",positive
4,packing ok..cuman dus nya agak penyok..untuk suara agak sember.. ya sebanding harga nya ..,positive
5,overall okey dengan harga segitu kualitas lumayan sih,positive
4,gud,positive
5,response cepat,positive
5,"Barang bagus sesuai pesanan, proses cepat 👍",positive
4,kasih 4 dl belum dipake full.. so far suaranya mantep. thx,positive
1,sebelah kiri rusak,negative
5,"baguss. suara kenceng, batre cpt dicharge. cuman untuk input suara agak kurang misal dibuat telfon. but overall dgn harga segiru udh bagusss",positive
5,"mantuuuuuuul.......joooos, M30 bass brasa",positive
5,bagus bngt,positive
5,sedang dcharge dulu... design n indikator digitalnya keren... semoga berfungsi....,positive
5,oke,positive
5,"Barang aman, udh dicoba dan hasilnya wahh banget",positive
4,Suara lumayan lah pas untuk harganya tp batrenya kurang durable cuma bisa pake 2 jam'an,positive
5,mantap barang nya,positive
5,"Mantap Min, barang sampai dengan selamat.",positive
5,Barang pesanan saya sudah saya terima dengan baik dan aman. TWS berfungsi dengan baik. Ketahanan baterai sangat baik. Dari kondisi 100% saya pakai sekitar satu jam seteng...,positive
3,headset nya mati sebelah,neutral
5,packing oke barang sesuai pengiriman cepat.,positive
5,barang OK.,positive
5,terima kasih barang sudah diterima sesuai order dan deskripsi...semoga awet!,positive
3,gambar berbeda,neutral
4,Alhamdulillah puas meskipun batreny urang awet..... mantaplh untuk harg segini,positive
3,"barang sampai dengan selamat, cuma kardus pada penyok.. isi mudh2an tidk ada masalah.",neutral
5,"trimakasih barang sudah sampai, semoga berfungsi dengan baik.... belum di coba baru saya mulai coba charge dulu..",positive
1,Headset bluetooth nya cepat lowbat. Dari 100% sampai 0 nggak sampai 15 menit,negative
5,"Saya kira barangnya agak besaran dikit, ternyata kecil unyu unyu ... good lah untuk suara bergungsi dengan baik, semoga aja batrenya awet seharian karena buat ngojek . s...",positive
5,kualitas barangnya ok harganya ok,positive
5,terima kasih,positive
5,"bagus kelihatannya semoga awet yh, terima kasih semuanya",positive
4,"Bagus earphonenya, tapi powerbanknya bocor",positive
5,Produknya tidak mengecewakan. Pelayanan bagus. Harga kompetitip. Rekomendasi beli👍,positive
5,mantap sesuai dengan pesanan dan semoga bermanfaat dan terima kasih banyak kakak 🙏,positive
1,barang tidak bisa di pakai,negative
5,cepat smpainya tks sdh tiba dgn selamat..tpi blom dicoba mudh2an awet,positive
5,mantap,positive
5,bagus untuk pemakaian 1 bulan. kesana nya mudah rusak,positive
5,diterima dan berfungsi dgn baik,positive
3,"tidak ada kendala awalnya. Saat seminggu di gunakan , tiba tiba tidak bisa di cas dan led mati mati total, padahal yang pembelian sebelumnya fine fine aja walaupun udh 3...",neutral
5,mantull....,positive
5,bintang yg berbicara,positive
5,pengiriman cepat' barang ok...dua2'nya berfungsi dengan baik 👍,positive
5,Terima kasih admin,positive
5,berfungsi baik. all is worked. kualitas suara sesuai harga.,positive
5,nice,positive
5,Berfungsi dengan baik 🙏,positive
5,pengiriman cepat dan paket sesuai pesanan.. mantaap TWS murah tapi suaranya mantaap sekali dan baterai nya pun awet.,positive
5,kalau ada yg murah dan kualitas bagus knp enggak,positive
5,"barangnya oke, ternyata tempat headsetnya lumayan gede jg ya",positive
1,Kecewa Barang tidak sesuai gambar,negative
5,suaranya mantap,positive
5,"barang sesuai, harga murah , kualisas mantep juga",positive
5,"berfungsi dengan baik dan suaranya mantap, adem di telinga.",positive
5,Packing bubble rapi. Headset udah dicoba dan berfungsi semua dengan baik. Kualitas suara Ok. Bisa berfungsi jg sebagai power bank.,positive
4,"packing aman, barang mulus, cuma pas dipake mutar musik suara putus putus",positive
5,"Pengiriman Cepat, Packing Mantab bagus Rapih Good Seller and Sicepat",positive
5,kecil2 suaranya cukup oke,positive
5,okey laaaah buat dengerin musik👍,positive
5,"berfungsi normal, sesuai pesanan.",positive
1,barang belum di terima jd ga tau kualitas nya bagaimana 👎🏻,negative
4,👍,positive
5,"Mantep si, mesen jam 3 an sore, besoknya Dateng jam 10 an pagi, klo buat suara nya ya lumayan enak, tergantung orangnya juga Daya tahan baterai nya awet juga",positive
5,sampai yeaay,positive
5,mantapppppp,positive
5,Bagus worth it banget untuk harga dibawah 100ribuan!,positive
5,berfungsi dengan baik,positive
5,berkualitas dan harga terjangkau,positive
5,"barang bagus, berfungsi . pas di kuping 👍😊",positive
4,"packing nya oke, cm barangnya dr 2 pack ada 1 yg mati sebelah",positive
5,"bagus barang nya, suara mantaaappp",positive
5,"Dicoba dlu, semoga bagus",positive
5,joss gandos,positive
5,packaging bagus karena ditutupi dengan bubble warp. Suaranya bagus untuk harga segini,positive
3,headset yg sebelahnya batrenya lowbet..cepat abis,neutral
4,"Brng sesuai spec, hanya kadang suara putus2 saat on / nyala.",positive
5,"barang sesuai, respon cepat, pengiriman tepat waktu",positive
5,Pengiriman cepat. Produk ok. Semoga tidak ada kendala selama pemakaian.,positive
5,"penjual fast respond, barang sesuai dengan yang di tampilkan",positive
5,"untung gk dibatalin otomati kaya toko sebelah 😅 kualitasnya lumayan lah ya, cuma masih sedikit bingung sama touch control nya 😅",positive
5,Barang bagus.... Pengiriman cepat...,positive
5,👍,positive
5,"bagus, suara standar, cuma kemasan aja penyok, pengiriman cepat",positive
5,"mantap, barang rekomendasi dr yutub suara overall enak,,bassy + treble garing vocalnya agak basah build quality agak agak ringkih tapi finishing solid parah 4/5",positive
2,"Headset kiri tidak menyala, di charge pun tidak mau respon",negative
5,Ngeriiiiiiii 🫰,positive
5,"barang sudah diterima sesuai dgn pesanan, kondisi oke dan berfungsi baik.. terima kasih",positive
5,udah diterima kak berfungsi dengan baik tq,positive
5,bgus dan cpt datangnya,positive
5,kerennnn,positive
5,"respon cepat,semoga bisa ke pake awet",positive
5,berfungsi dgn baik.sdh di coba.. pengiriman cepat,positive
4,"Gue kasih bintang 4 karena secara packing barang masih kurang bagus & berpotensi rusak saat ekspedisi. Kalo urusan barangnya, sejauh ini gaada problem. Suaranya bagus...",positive
5,Harga Becanda Barangnya Gilaaaaa Harga segini kualitas Suaranya bisa ngimbangin TWS saya yang harga 300rban wkwkwk Cuman belum di test ketahanan Batrai nya Murah sih ini...,positive
5,"melebihi ekspektasi. kecil2 cabe rawit. suara kencang, harga bersahabat",positive
4,battery tahan lama,positive
5,nice.. barang berfungsi dg baik,positive
5,"Barang oke, dan juga bagus👍 Recommended pokoknya",positive
5,"barang sampe gan cepet banget pengirimannya,barangnga sesuai sama yang di foto bagus",positive
4,"bagus, cuma sebelah kanan tidak bunyi/keluar suara",positive
5,sesuai pesanan & berfungsi baik,positive
5,"pekingnya aman, pengiriman cepat. produknya jg bagus👍👍🥰🥰",positive
5,barang cepet sampe dan sesuai dengan yg dipesan tks gan,positive
5,terimakasih untuk seller semuanya baran Ki terima dengan baik aman dna dan berfungsi. semoga tetpa lancar da sukses selalu,positive
5,"seriusan ini m90 produk nya diluar ekspetasi, gw kira bakal biasa aja ternyata suara yang di hasilin bagus bgt dan ini beneran ada indikator batre nya tapi gak keliatan k...",positive
4,tidak ada pemberitahuan baterai charge sudah berapa.,positive
5,"paking nya rapi, barang sampai dengan selamat, suka bgt",positive
5,ok berfungsi,positive
4,ok sih cuman isi bingung part f9 tapi s9,positive
5,mantab,positive
5,sudah dicoba. Bagus suaranya. TOP. hanya saja ukuran nya agak gede utk telinga ku,positive
5,"barang sudah sampai ,tapi belum di coba ,semoga awet aja respon cepat pengiriman cepat ,mantap",positive
5,"maaf telat ulasannya, produk mantap, berfungsi baik, murah tapi gak murahan, terima kasih",positive
5,"pengiriman cepat, barang bagus, mantap",positive
4,"headset yang sebelah kiri agak kurang cocok rasanya waktu dimasukan ke telinga, sudah saya ganti ukurannya tapi tetap sama selain itu bagus semua 👍",positive
4,"barang sudah sampai, saat dipakai suaranya juga setara dengan harga, kadang-kadang agak susah konek ke bluetooth PC",positive
5,"keren, sesuai expektasi cuma yg sebelah kiri agak sedikit keluar tombolnya gk nempel banget, over all puas 🥰",positive
5,mantap,positive
3,"suaranya yang kiri kecil dan pecah, untungnya yang kanan bagus jadi saya kasih bintng 3 aja",neutral
5,mantap sesuai harga,positive
5,"barangnya bisa digunakan, semoga tahan lama",positive
5,"sesuai pesanan dan berfungsi dg baik ,,barang sdh sampe dtg lebih cepat dr perkiraan, tks",positive
5,bagus barang nya,positive
5,bagus,positive
5,Puas dgn tws ini…. Dgn harga minim sudah ada tws yg cukup utk keperluan standar,positive
5,baguss hedset nya di terima nya tidak ada kerusakan.. terimakasih,positive
3,dapet kiri semua yang dapet kanan semua barter yu cod jaksel,neutral
3,bagus sih tapi kurang sesuai dengan gambar tidak ada indikator baterai yang kiri lebih cepat habis selisih ±15 menit,neutral
5,"so far semua ok, di charge jg bs, suara jg ok lah sesuai hrg, semoga tahan lama dan baterei nya ga gampang drop",positive
4,"Gak cocok buat main game karna ada delay pas dipencet, sesuai harga lah",positive
5,"barang bagus Keren, suara jernih Dan sangat recommended,,, seller amanah",positive
5,"Bagus, mau kasih video unboxing tapi durasi lewat dari 1 menit. Aku kira bocor ternyata bukan, awal beli kok ngerada boros banget itu wajar perlu dicas dulu. Selanjutnya...",positive
5,"Terima kasih, Berfungsi dengan baik saya kasih 5 bintang👍",positive
5,"pengirim cepat,cuma 4 hari,tapi bungkus nya rusak,agak robek,cuma kualitas oke sih",positive
3,lumayan lah utk harga 40ribuan,neutral
5,barang sesuai pesanan toko amanah rekomended banget belanja disini terima kasih 🙏🙏,positive
5,"pengiriman cepat, rapih",positive
1,"pesan yg type ini tetapi yg dtg type lain, minta foto unboxing sementara terlanjur dibuka hanya ada foto2x saja dan tdk dikasih solusi utk retur atau tukar....lain kali k...",negative
5,👌👌👌👌,positive
2,Saya oesan f9-5 yg dtg f9 dgn model dan harga yg lenih murah. Lain kali diteliti sebelum dikirim. Mau ajukan komplain ribet,negative
1,Pesen type apa dikirim type apa. Teliti dikit dong. Barang cuma 60rb mau komplen juga ribet harus kirim kirim keluarin ongkir lagi.,negative
5,bagus,positive
5,barang bagus sesuai dengan gambar & berfungsi dengan baik,positive
5,barang sesuai order respon cepat paking rapi terima kasih ya gan semoga kwalitasnya baik,positive
5,"Cukup puas lah dengan harga segitu, bassnya lumayan keluar, cuma mesti hati 2x pas di telinga, kesenggol jari dikit jadi respon sensor volumenya..",positive
5,barang telah sampai dgn aman,positive
5,"Barangnya Bagus saya suka, Good Job.....",positive
4,ada harga ada kwalitas lhaaa yaa... but ini bagus siih. di liat awet baterai nya ajaa nanti hihihiii,positive
5,agak sulit dpasang. apa desaiinya kurang pas gt d telinga,positive
4,"produk dengan kualitas suara yg ngk jelek"" aman rekomendit buat low budget",positive
5,ok barangnya ka. thank u y ka,positive
5,oke,positive
5,"suara kurang jernih, banyak pecah",positive
5,Alhamdulillah barang dah smpe dan berfungsi dgn baik,positive
5,mantap jiwa bro lebih mantep lagi ngebass nya instal apk equalizer bluetooth,positive
5,"sudah di tes, kanan kiri berfungsi dengan bagus, terima kasih gan",positive
4,"Pengemasan Cukup Rapi dengan Bubblewarp, cuma box nya lecek (dikit), isi di dalamnya oke oke aja bisa di maklumi, Pusat TWS nya (yg gede) tutupnya cukup rapuh (mendekati...",positive
5,sudah sampai,positive
5,"barang sesuai pesanan, pengiriman cepat, kualitas mantap",positive
4,lumayan,positive
3,Kemeresek dan lambat pairing,neutral
2,"lumayan harga segitu lah, kalo mau yg bagus beli yg harganya mahal.. sama 1 lagi batrenya boros yg 1,tp yg 1 awet. not bad lah untuk harga segini",negative
5,10 bintang kalo perlu. sangat sepadan sama harga,positive
5,barang sesuai katalog dan berfungsi dgn baik,positive
5,"packing aman, semua lengkap dan kiriman cepat. Berfungsi semua. terima kasih seller dsn tokopedia. sukses terus.",positive
5,bagus ko semuanya ok,positive
5,barang sesuai deskripsi. lumayan bgt untuk harga segini. konek ke HP atau laptop ga ada masalah. suara standar. berfungsi dengan baik. worth to buy buat yg nyari tws yg s...,positive
5,"mantap , packing rapi , cepat sampai nya , kualitas mantap pkoknya 😎",positive
5,"mantap coy keren , suara luyaman dengan harga segini bass dapet suara jelas. Mantap build quality nya coy udah beberapa kali g sengaja jatoh dan pernah kupakai kena hujan...",positive
5,"Sesuai pesanan, kwalitas suara sesuai harga, hemat baterai hingga 3jam disaat pemakaian normal, kemasan aman, kurir ramah",positive
5,"berfungsi dengan sangat baik, minus dikabel aja pendek banget. selain itu recommended semua😉😉",positive
5,m a y a n,positive
5,mantap.bass e,positive
5,mantap. harga sesuai gak mengecewakan. respon penjual cepat. datang jg cepat.,positive
5,Fast respone,positive
5,fast delivery 👍👍👍👍,positive
5,Berfungsi dengan baik 👍👍👍,positive
5,"barang oke dan cepat sampai! Tapi sayangnya tidak ada manual, untung saya ga ****-**** amat pake ginian 😅😅",positive
5,pengiriman cepat puas sesuai gambar tapi buat harga segini lumayan Oke lah semoga aweett,positive
5,barang bagus berfungsi dgn baik pengiriman cepet recomend lah,positive
5,mantap bagus sesuai harga,positive
5,mantap,positive
5,barang sdh terima...suaranya bagus..yg penting bikin anak senang 😁👍,positive
5,mantaab,positive
5,"Barang sudah sampai, sesuai gambar dan deskripsi. Packing dibungkus bubble wrap, isi paket baik. Langsung tes dan puas.",positive
4,"sesuai dgn harga, sebelah kiri tdk ada suaranya",positive
5,"dengan harga yang terbilang murah, kualitas ga buruk2 bgt kok. Bass nendang, uda hampir sebulan nih masih berfungsi dengan baik. semoga awet",positive
5,"sesuai harga sihh,mantap",positive
1,ga recommended karena baru beli belom ada 5 hari udah rusak bagian kirj,negative
5,"Barangnya nyampe dengan selamat, tp kurang puas dapet warna kuningg, kuramg suka sama warna cerah, hehe.",positive
5,sesuai harga kualitasnya bagus,positive
5,This wireless earphone is so worth it for the price of under 100k. The function and sound quality is decent. Good product!,positive
5,Qualitasnya bagus suaranya terdengar jelas.,positive
5,worth it buat harga segitu..mantap,positive
5,"barang bagus di suara bagus, build quality bagus, fungsi bagus ... makanya saya mau beli lagi ini...",positive
5,"Untuk suara nya jernih, masalah bass/treble nya tinggal setting sendiri di equaliser. Koneksinya mudah dan cepat namun sebelah kanan lebih effort karena tidak langsung me...",positive
3,"lumayanlah utk harga segini, tp baterai nya cpt hbs bgt headset nya",neutral
5,mayan untuk harga segitu,positive
5,barang bagus sesuai,positive
4,"Di bawah ekspektasi. Build quality kelihatan murah. batere lumayan awet. Kabel charger sangat pendek, mana ga bisa dilepas.. menyulitkan utk cas",positive
5,barang mantap,positive
5,"suara mantul,barang datang tanpa lecet",positive
1,barang tida sesuai foto,negative
5,"mantap bossku barang sesuai deskripsi pengemasan rapi dan aman sampai di tujuan TRIMAKASIH TOKOPEDIA ,penjual dan SICEPAT",positive
5,"barang sampai dengan selamat ,semua berfungsi dengan baik...dan suaranya mantap meski harganya murah....👍👍👍😃😃😃 terimakasih.......",positive
5,barang bagus awet suara mantaps jiwa,positive
5,keren ini bro.iseng harga murah .ternyata kualitasnya lumayan bagus ga nyesal beli harga segini kualiatas mewah.,positive
5,keren,positive
4,"packingnya rapih, barang nyampe dengan selamat kwalitas ok",positive
5,"barang bagus, udh kepake 2 bulan masih aman",positive
5,"kardus nya penyok, untung barang nya aman, moga awet",positive
5,packaging ada bubble warp.. produk tiba dalam kondisi baik..,positive
5,barang kelihatan nya normal tp blm di coba suara dan ketahanan nya. ya semoga awet dengan harga yang relatif terjangkau gini,positive
5,maaf telat kasih ulasan baru sempet di buka dan belum di coba,positive
5,terimakasih,positive
5,alhamdulillah paket sampai tujuan. Semoga awet mksh Toped & 🚴📦.,positive
5,"respon cepat, barang sesuai dan bagus",positive
5,"bagus, sesuai fungsi",positive
5,"Respon cepat pengiriman jg cepat, barang sesuai & bagus... recommended seller all 👍",positive
5,"suaranya mantap, barang sampai dengan aman dan lebih cepat dari dugaan awal",positive
4,yg kuping kiri atau L kok gk bisa bunyi ya,positive
5,"packingnya bagus, kualitas tws lumayan, tapi realpict gak sesuai gambar",positive
4,keren mantepp sesuai pesanan cuma pngiriman nya lama 😟,positive
4,lumayan bagus rapi koneksi bluetooth kadang kadang terputus putus tapi lumayanlah bagus kualitas barangnya,positive
5,bagus,positive
4,cukup untuk harga murah segitu.,positive
5,"sound nya bagus, udh dipake seharian, moga awet",positive
5,lumayan,positive
5,"Barang diterima dan berfungsi dengan baik ,.suara bass ❤",positive
5,semoga awet,positive
5,untuk kisaran harga dbwah 100 udah keren si ini,positive
1,"Mati sebelah, di cas gak bisa",negative
4,"paket lengkap, earphones, kabel dan power bank ,Suara pas di coba ok banget,harga murah,cuma gambar di display toko ada layar indikator baterei tapi asli nya ga ada",positive
5,"Packingnya aman, Barang Sesuai, Berfungsi dengan Baik",positive
5,barang berfungsi sebagai mana mestinya,positive
3,b aja.,neutral
1,"barang baru rasa bekas pemakaian. baru dibuka kemasan udh penyok, isi nya malah terbalik aneh emang. pas dipakai kadang mati sendiri bluetooth nya. mana barang nya lama l...",negative
5,"Alhamdulillah, sesuai pesanan..",positive
5,"Mantaappo suaranya lumayan bagus, bassnya juga adaan. Worth it to buy.",positive
5,alhamdulilah paket nya dah datang barang nya sesuai gak ada yg cacat dan berfungsi dengan baik semua nya....,positive
5,"yah lumayan lah harga murah kualitas jgn berharap yg berlebih, dan kualitas sesuai dgn harga, foto hanya perbandingan sm harga yg 2x dri ini jd jgn berharap lbih, klo mau...",positive
5,suara mantab.. lumayan dgn hrg segini semoga barang ga awet,positive
3,saya pesan f9-5 yg dateng F9 😮‍💨😭 beda atau sama yh? harganya beda,neutral
1,ya tau sih harganya murah. tapi ga baru sehari pake langsung rusak juga kali. 80rb itu kalo buat beli nasi Padang dapet 5 bungkus.. udh gitu saller juga dihubungi ga resp...,negative
5,g,positive
5,sesuai,positive
